segdesc   = GJNC2L_F
2020-06-01
 traces ->      1981      1982      1983      1984      1985      1986      1987      1988      1989      1990      1991      1992      1993      1994      1995      1996      1997      1998      1999      2000      2001      2002      2003      2004      2005      2006      2007      2008      2009      2010      2011      2012      2013      2014      2015
 4/2024      282.334   278.200   170.956    96.695   151.743    83.055    82.431   166.825   232.360   147.204   129.221   128.125   162.527   149.112    81.994    96.030    84.423    78.508    76.934   174.636   226.898   182.209   178.351    96.805   134.136   102.128   140.444   124.779    69.863   103.880    81.871    94.401    89.341   125.499   121.462
 5/2024      510.258   377.162   297.948   166.482   159.925    98.507   167.182   241.821   609.792   233.481   412.617   261.715   460.268   343.240   210.989   172.730   214.677    70.488   191.172   222.688   475.356   243.603   228.953   403.959   331.020   200.921   312.255   112.980   136.152   238.107   154.025   107.787   222.205   394.516   529.781
 6/2024      301.441   249.819   148.130   126.831    82.459    72.337   169.101   121.549   436.958   135.197   487.775   133.273   370.913   220.178   213.950    75.432   106.608    29.470   171.086    81.244   294.791   118.939   115.969   386.016   159.215   200.620   369.471    26.903    78.478   194.838   141.102    63.921   201.897   495.017   511.959
 7/2024       85.404    92.325    53.848    39.157    26.840    23.862    64.300    44.905   146.395    34.360   282.500    40.195   104.594    78.660    98.007    18.064    23.640    12.076    31.582    25.152    91.696    32.657    36.989   119.219    71.060    45.186   133.755    16.476    22.952    41.184    39.470    21.173   101.171   201.595   168.452
 8/2024       50.626    45.668    44.293    30.848    28.842    25.574    32.789    40.722    62.010    31.630    85.451    31.431    69.069    43.321    56.814    25.294    30.393    19.236    24.877    28.441    51.372    40.586    35.190    55.324    37.430    43.226    48.821    25.198    31.135    39.811    26.253    24.225    52.365    79.238    86.209
 9/2024       72.662    75.386    56.061    62.338    44.019    38.798    51.824    52.012    71.724    51.773    68.248    51.308    78.164    53.457    60.177    44.089    44.021    39.390    56.178    60.754    58.496    56.145    65.614    59.610    49.583    48.478    56.711    40.870    62.127    54.293    40.994    39.352    75.175    63.484    78.853
10/2024      128.335   115.725    63.514    64.504    57.587    58.130    58.002    60.056    89.344    65.138    86.400    71.087   107.547    66.635    62.900    56.766    55.364    57.451    59.217    76.057    86.428   116.941    88.625    69.296    62.531    61.528    70.338    52.807    84.472    77.660    53.416    69.273    75.239    72.094   100.239
11/2024       80.599    83.130    59.846    49.004    46.125    48.702    49.774    56.086    68.549    53.083    63.434    59.695    72.312    59.797    49.061    45.654    46.078    44.420    45.163    63.352    66.473    74.982    61.793    56.012    52.671    54.816    56.982    41.867    54.999    52.804    48.344    53.024    60.551    63.293    76.916
12/2024       60.059    58.950    48.306    40.822    37.836    36.899    40.808    44.030    56.564    43.511    53.655    52.509    55.527    51.663    41.276    36.894    37.299    34.520    38.392    45.085    51.385    49.971    46.389    47.503    42.944    52.321    47.011    35.038    40.946    40.812    39.947    39.185    44.672    53.712    58.564
 1/2025       50.486    47.470    40.222    34.992    32.487    30.209    34.243    38.331    49.547    37.826    46.232    41.659    47.540    43.242    36.874    31.870    31.842    28.161    32.847    52.128    45.148    41.920    38.424    42.032    36.689    45.085    41.147    30.171    34.620    34.718    35.903    32.147    38.001    45.896    50.661
 2/2025       62.434    49.127    33.411    30.146    27.328    26.344    29.232    37.800    41.398    40.861    50.157    35.706    42.074    41.008    37.994    28.886    26.606    26.256    27.825    44.068    37.789    42.838    33.221    40.393    30.363    34.888    35.075    26.148    34.310    34.305    29.729    27.720    33.908    37.668    42.603
 3/2025      130.919    65.844    48.112    68.762    40.994    41.581    56.883    75.960    68.831    86.644    61.751    70.546    61.263    53.996    45.915    41.943    32.905    38.303    68.126    58.065    51.102   117.241    41.952    69.459    36.212    55.560    57.882    38.807    45.318    50.511    36.862    52.741    68.260    47.218    74.935
 4/2025      277.593   170.698    94.828   151.940    83.480    82.421   163.792   232.593   146.763   129.054   122.854   162.702   148.088    82.264    91.201    85.028    78.851    77.098   168.888   225.780   181.405   178.046    95.704   134.633   102.342   140.383   122.211    70.275   103.506    81.820    90.656    89.080   125.051   121.620   271.255
 5/2025      377.642   297.645   163.244   160.499    99.053   167.308   241.123   610.369   233.609   412.771   263.620   459.963   342.525   211.145   173.272   215.094    70.882   191.118   223.851   475.137   243.696   229.316   388.345   331.291   200.969   312.237   116.428   136.589   238.008   154.491   107.916   222.307   393.773   528.928   506.204
